# Route,Link,Direction,STT,AccSTT,TCS1,TCS2
 1, 1, 1, 134, 134,2127,175
 1, 1, 2,  62,  62,175,2127
 1, 2, 1, 108, 242,175,174
 1, 2, 2,  74, 136,174,175
 1, 3, 1,   8, 250,174,615
 1, 3, 2,  48, 184,615,174
 1, 4, 1,  32, 282,615,243
 1, 4, 2,  16, 200,243,615
 1, 5, 1,  31, 313,243,448
 1, 5, 2,  16, 216,448,243
 1, 6, 1,  63, 376,448,118
 1, 6, 2,  17, 233,118,448
 1, 7, 1,  16, 392,118,496
 1, 7, 2,  16, 249,496,118
 1, 8, 1,  31, 423,496,610
 1, 8, 2,   9, 258,610,496
 1, 9, 1,  30, 453,610,103
 1, 9, 2,  23, 281,103,610
 1,10, 1,   7, 460,103,614
 1,10, 2,  16, 297,614,103
 1,11, 1,  18, 478,614,613
 1,11, 2,  18, 315,613,614
 1,12, 1,  10, 488,613,104
 1,12, 2,   9, 324,104,613
 1,13, 1,  56, 544,104,758
 1,13, 2,   5, 329,758,104
 2, 1, 1,  18,  18,356,183
 2, 1, 2,  18,  18,183,356
 2, 2, 1, 344, 362,183,196
 2, 2, 2,  27,  45,196,183
 2, 3, 1,  37, 399,196,26
 2, 3, 2,  43,  88,26,196
 2, 4, 1,  37, 436,26,193
 2, 4, 2,  61, 149,193,26
 2, 5, 1, 121, 557,193,37
 2, 5, 2,  44, 193,37,193
 2, 6, 1,  19, 576,37,152
 2, 6, 2,  27, 220,152,37
 2, 7, 1,  24, 600,152,760
 2, 7, 2, 120, 340,760,152
 3, 1, 1,  17,  17,269,39
 3, 1, 2,  20,  20,39,269
 3, 2, 1,  28,  45,39,116
 3, 2, 2,  29,  49,116,39
 3, 3, 1,  64, 109,116,133
 3, 3, 2,  63, 112,133,116
 4, 1, 1, 109, 109,515,597
 4, 1, 2, 109, 109,597,515
 4, 2, 1,  39, 148,597,470
 4, 2, 2,  41, 150,470,597
 4, 3, 1,  19, 167,470,125
 4, 3, 2,  18, 168,125,470
 4, 4, 1,  32, 199,125,667
 4, 4, 2, 101, 269,667,125
 4, 5, 1,  19, 218,667,422
 4, 5, 2,  19, 288,422,667
 4, 6, 1,  41, 259,422,151
 4, 6, 2,  58, 346,151,422
 4, 7, 1,  72, 331,151,20
 4, 7, 2,  75, 421,20,151
 4, 8, 1,   7, 338,20,741
 4, 8, 2,   7, 428,741,20
 4, 9, 1,  18, 356,741,773
 4, 9, 2,  18, 446,773,741
 4,10, 1,  60, 416,773,152
 4,10, 2,   5, 451,152,773
 5, 1, 1,  97,  97,4012,510
 5, 1, 2,  90,  90,510,4012
 5, 2, 1,  45, 142,510,528
 5, 2, 2,  46, 136,528,510
 5, 3, 1,  15, 157,528,327
 5, 3, 2,  14, 150,327,528
 5, 4, 1,  15, 172,327,458
 5, 4, 2,  20, 170,458,327
 5, 5, 1,  23, 195,458,459
 5, 5, 2,  23, 193,459,458
 5, 6, 1,  87, 282,459,405
