# Route,Link,Direction,STT,AccSTT,TCS1,TCS2
 1, 1, 1, 141, 141,2127,175
 1, 1, 2,  62,  62,175,2127
 1, 2, 1, 108, 249,175,174
 1, 2, 2,  89, 151,174,175
 1, 3, 1,  42, 291,174,615
 1, 3, 2,  62, 213,615,174
 1, 4, 1,  32, 323,615,243
 1, 4, 2, 101, 314,243,615
 1, 5, 1,  31, 354,243,448
 1, 5, 2,  16, 330,448,243
 1, 6, 1,  89, 443,448,118
 1, 6, 2,  17, 347,118,448
 1, 7, 1,  16, 459,118,496
 1, 7, 2,  16, 363,496,118
 1, 8, 1,  59, 518,496,610
 1, 8, 2,   9, 372,610,496
 1, 9, 1,  30, 548,610,103
 1, 9, 2,  36, 408,103,610
 1,10, 1,   7, 555,103,614
 1,10, 2,  26, 434,614,103
 1,11, 1,  18, 573,614,613
 1,11, 2,  18, 452,613,614
 1,12, 1,  15, 588,613,104
 1,12, 2,  41, 493,104,613
 1,13, 1,  35, 623,104,758
 1,13, 2,   5, 498,758,104
 2, 1, 1,  18,  18,356,183
 2, 1, 2,  18,  18,183,356
 2, 2, 1, 231, 249,183,196
 2, 2, 2,  27,  45,196,183
 2, 3, 1,  78, 327,196,26
 2, 3, 2,  51,  96,26,196
 2, 4, 1,  37, 364,26,193
 2, 4, 2,  53, 149,193,26
 2, 5, 1,  35, 399,193,37
 2, 5, 2,  42, 191,37,193
 2, 6, 1,  19, 418,37,152
 2, 6, 2,  34, 225,152,37
 2, 7, 1,  24, 442,152,760
 2, 7, 2,  51, 276,760,152
 3, 1, 1,  17,  17,269,39
 3, 1, 2,  21,  21,39,269
 3, 2, 1,  28,  45,39,116
 3, 2, 2,  30,  51,116,39
 3, 3, 1,  64, 109,116,133
 3, 3, 2,  63, 114,133,116
 4, 1, 1, 111, 111,515,597
 4, 1, 2, 108, 108,597,515
 4, 2, 1,  37, 148,597,470
 4, 2, 2,  42, 150,470,597
 4, 3, 1,  28, 176,470,125
 4, 3, 2,  22, 172,125,470
 4, 4, 1,  30, 206,125,667
 4, 4, 2, 281, 453,667,125
 4, 5, 1,  19, 225,667,422
 4, 5, 2,  20, 473,422,667
 4, 6, 1,  66, 291,422,151
 4, 6, 2, 127, 600,151,422
 4, 7, 1,  73, 364,151,20
 4, 7, 2,  88, 688,20,151
 4, 8, 1,   7, 371,20,741
 4, 8, 2,   8, 696,741,20
 4, 9, 1,  18, 389,741,773
 4, 9, 2,  18, 714,773,741
 4,10, 1,  18, 407,773,152
 4,10, 2,   5, 719,152,773
 5, 1, 1,  91,  91,4012,510
 5, 1, 2, 103, 103,510,4012
 5, 2, 1,  45, 136,510,528
 5, 2, 2,  47, 150,528,510
 5, 3, 1,  16, 152,528,327
 5, 3, 2,  14, 164,327,528
 5, 4, 1,  15, 167,327,458
 5, 4, 2,  15, 179,458,327
 5, 5, 1,  23, 190,458,459
 5, 5, 2,  45, 224,459,458
 5, 6, 1,  87, 277,459,405
 5, 6, 2,  88, 312,405,459
 6, 1, 1,  38,  38,405,150
 6, 1, 2, 134, 134,150,405
 6, 2, 1,  23,  61,150,148
 6, 2, 2,  35, 169,148,150
 6, 3, 1,  44, 105,148,149
 6, 3, 2,  15, 184,149,148
 6, 4, 1,  73, 178,149,44
 6, 4, 2, 122, 306,44,149
 6, 5, 1,  29, 207,44,351
 6, 5, 2,  29, 335,351,44
 6, 6, 1,   9, 216,351,36
 6, 6, 2,   7, 342,36,351
 6, 7, 1,  22, 238,36,776
 6, 7, 2, 150, 492,776,36
 6, 8, 1,   7, 245,776,37
 6, 8, 2,   7, 499,37,776
 7, 1, 1,  43,  43,179,691
 7, 1, 2, 209, 209,691,179
 7, 2, 1,  43,  86,691,64
 7, 2, 2,  14, 223,64,691
 7, 3, 1,  22, 108,64,65
 7, 3, 2,  26, 249,65,64
 7, 4, 1,  36, 144,65,66
 7, 4, 2,  36, 285,66,65
 7, 5, 1,  41, 185,66,750
 7, 5, 2,   4, 289,750,66
 7, 6, 1,  59, 244,750,63
 7, 6, 2,  59, 348,63,750
 7, 7, 1,  30, 274,63,67
 7, 7, 2,  36, 384,67,63
 7, 8, 1,  23, 297,67,55
 7, 8, 2, 155, 539,55,67
 7, 9, 1,  26, 323,55,61
 7, 9, 2,  30, 569,61,55
 7,10, 1,  20, 343,61,59
 7,10, 2,  99, 668,59,61
 7,11, 1,  18, 361,59,76
 7,11, 2,  31, 699,76,59
 7,12, 1,  23, 384,76,141
 7,12, 2,  22, 721,141,76
 7,13, 1,  14, 398,141,166
 7,13, 2,  29, 750,166,141
 7,14, 1,  21, 419,166,182
 7,14, 2,  14, 764,182,166
 7,15, 1,  14, 433,182,403
 7,15, 2,  24, 788,403,182
 8, 1, 1,  30,  30,81,38
 8, 1, 2,  39,  39,38,81
 8, 2, 1,  58,  88,38,280
 8, 2, 2, 166, 205,280,38
 8, 3, 1,  37, 125,280,142
 8, 3, 2,  36, 241,142,280
 8, 4, 1,  15, 140,142,126
 8, 4, 2,  20, 261,126,142
 8, 5, 1,   7, 147,126,653
 8, 5, 2,  75, 336,653,126
 8, 6, 1,  20, 167,653,35
 8, 6, 2,  14, 350,35,653
 8, 7, 1,  16, 183,35,193
 8, 7, 2,  46, 396,193,35
 9, 1, 1,  39,  39,69,494
 9, 1, 2,  38,  38,494,69
 9, 2, 1, 100, 139,494,90
 9, 2, 2,  99, 137,90,494
 9, 3, 1,  68, 207,90,630
 9, 3, 2,  69, 206,630,90
 9, 4, 1,  71, 278,630,223
 9, 4, 2,  70, 276,223,630
 9, 5, 1,  72, 350,223,224
 9, 5, 2,  72, 348,224,223
 9, 6, 1,  41, 391,224,506
 9, 6, 2,  40, 388,506,224
 9, 7, 1,  33, 424,506,41
 9, 7, 2,  32, 420,41,506
 9, 8, 1,  26, 450,41,655
 9, 8, 2,  27, 447,655,41
 9, 9, 1,  43, 493,655,443
 9, 9, 2,  44, 491,443,655
 9,10, 1,  32, 525,443,73
 9,10, 2,  31, 522,73,443
 9,11, 1,  42, 567,73,72
 9,11, 2,  44, 566,72,73
 9,12, 1,  32, 599,72,194
 9,12, 2,  63, 629,194,72
 9,13, 1,  30, 629,194,282
 9,13, 2,  29, 658,282,194
 9,14, 1,  21, 650,282,2
 9,14, 2,  34, 692,2,282
 9,15, 1,  18, 668,2,203
 9,15, 2,  27, 719,203,2
 9,16, 1,  15, 683,203,3
 9,16, 2,  14, 733,3,203
10, 1, 1,  37,  37,124,410
10, 1, 2,  42,  42,410,124
10, 2, 1,  69, 106,410,189
10, 2, 2,  70, 112,189,410
10, 3, 1,   4, 110,189,738
10, 3, 2,  53, 165,738,189
10, 4, 1,  80, 190,738,372
10, 4, 2,  79, 244,372,738
10, 5, 1,  83, 273,372,42
10, 5, 2,  15, 259,42,372
10, 6, 1,  54, 327,42,172
10, 6, 2,  54, 313,172,42
10, 7, 1, 108, 435,172,370
10, 7, 2, 151, 464,370,172
11, 1, 1,  59,  59,130,5
11, 1, 2,  59,  59,5,130
11, 2, 1,  53, 112,5,151
11, 2, 2,  14,  73,151,5
11, 3, 1, 102, 214,151,127
11, 3, 2,  54, 127,127,151
11, 4, 1,  37, 251,127,149
11, 4, 2,   7, 134,149,127
11, 5, 1,  72, 323,149,432
11, 5, 2,  88, 222,432,149
12, 1, 1,   8,   8,832,9
12, 1, 2,   7,   7,9,832
12, 2, 1,  73,  81,9,178
12, 2, 2,  73,  80,178,9
12, 3, 1,  52, 133,178,148
12, 3, 2,  52, 132,148,178
13, 1, 1,  90,  90,2,3
13, 1, 2,  57,  57,3,2
13, 2, 1,  91, 181,3,513
13, 2, 2,  19,  76,513,3
13, 3, 1,  58, 239,513,354
13, 3, 2,  30, 106,354,513
13, 4, 1,  89, 328,354,355
13, 4, 2,  30, 136,355,354
13, 5, 1,  61, 389,355,439
13, 5, 2,  30, 166,439,355
13, 6, 1,  77, 466,439,145
13, 6, 2,  25, 191,145,439
13, 7, 1, 123, 589,145,143
13, 7, 2,  16, 207,143,145
13, 8, 1,  83, 672,143,144
13, 8, 2,  32, 239,144,143
14, 1, 1,  22,  22,456,110
14, 1, 2,  22,  22,110,456
14, 2, 1, 123, 145,110,109
14, 2, 2, 123, 145,109,110
14, 3, 1,  20, 165,109,331
14, 3, 2,  19, 164,331,109
14, 4, 1,  11, 176,331,586
14, 4, 2,  23, 187,586,331
14, 5, 1,  31, 207,586,107
14, 5, 2,  25, 212,107,586
14, 6, 1,  47, 254,107,701
14, 6, 2,  48, 260,701,107
14, 7, 1,  37, 291,701,108
14, 7, 2,  37, 297,108,701
14, 8, 1,  46, 337,108,73
14, 8, 2,  46, 343,73,108
14, 9, 1,  47, 384,73,72
14, 9, 2,  47, 390,72,73
14,10, 1,  26, 410,72,132
14,10, 2,  26, 416,132,72
15, 1, 1,  45,  45,49,50
15, 1, 2,  10,  10,50,49
15, 2, 1,  35,  80,50,272
15, 2, 2,  16,  26,272,50
15, 3, 1,  64, 144,272,229
15, 3, 2,  10,  36,229,272
15, 4, 1, 230, 374,229,196
15, 4, 2,  16,  52,196,229
16, 1, 1, 166, 166,197,196
16, 1, 2,  13,  13,196,197
16, 2, 1,  23, 189,196,232
16, 2, 2,  22,  35,232,196
16, 3, 1,  22, 211,232,226
16, 3, 2,  22,  57,226,232
16, 4, 1,  34, 245,226,272
16, 4, 2,  33,  90,272,226
16, 5, 1,  12, 257,272,50
16, 5, 2,  11, 101,50,272
16, 6, 1,  16, 273,50,49
16, 6, 2,  15, 116,49,50
17, 1, 1, 106, 106,229,301
17, 1, 2, 105, 105,301,229
17, 2, 1,  23, 129,301,163
17, 2, 2,  23, 128,163,301
17, 3, 1,  20, 149,163,70
17, 3, 2,  16, 144,70,163
17, 4, 1,  67, 216,70,157
17, 4, 2,  66, 210,157,70
17, 5, 1,  48, 264,157,295
17, 5, 2,  51, 261,295,157
17, 6, 1,  11, 275,295,158
17, 6, 2,  10, 271,158,295
17, 7, 1,  13, 288,158,623
17, 7, 2,  15, 286,623,158
17, 8, 1,  15, 303,623,156
