# Route,Link,Direction,STT,AccSTT,TCS1,TCS2
 1, 1, 1, 148, 148,2127,175
 1, 1, 2,  63,  63,175,2127
 1, 2, 1, 143, 291,175,174
 1, 2, 2, 230, 293,174,175
 1, 3, 1,  42, 333,174,615
 1, 3, 2,  62, 355,615,174
 1, 4, 1,  32, 365,615,243
 1, 4, 2, 101, 456,243,615
 1, 5, 1,  31, 396,243,448
 1, 5, 2,  16, 472,448,243
 1, 6, 1,  93, 489,448,118
 1, 6, 2,  17, 489,118,448
 1, 7, 1,  16, 505,118,496
 1, 7, 2,  16, 505,496,118
 1, 8, 1,  94, 599,496,610
 1, 8, 2,   9, 514,610,496
 1, 9, 1,  52, 651,610,103
 1, 9, 2,  48, 562,103,610
 1,10, 1,   7, 658,103,614
 1,10, 2,  37, 599,614,103
 1,11, 1,  18, 676,614,613
 1,11, 2,  18, 617,613,614
 1,12, 1,  11, 687,613,104
 1,12, 2,  41, 658,104,613
 1,13, 1,  48, 735,104,758
 1,13, 2,   5, 663,758,104
 2, 1, 1,  18,  18,356,183
 2, 1, 2,  18,  18,183,356
 2, 2, 1, 231, 249,183,196
 2, 2, 2,  27,  45,196,183
 2, 3, 1,  55, 304,196,26
 2, 3, 2,  45,  90,26,196
 2, 4, 1,  37, 341,26,193
 2, 4, 2,  46, 136,193,26
 2, 5, 1,  34, 375,193,37
 2, 5, 2,  46, 182,37,193
 2, 6, 1,  19, 394,37,152
 2, 6, 2,  46, 228,152,37
 2, 7, 1,  24, 418,152,760
 2, 7, 2, 192, 420,760,152
 3, 1, 1,  17,  17,269,39
 3, 1, 2,  23,  23,39,269
 3, 2, 1,  28,  45,39,116
 3, 2, 2,  29,  52,116,39
 3, 3, 1,  64, 109,116,133
 3, 3, 2,  63, 115,133,116
 4, 1, 1, 109, 109,515,597
 4, 1, 2, 108, 108,597,515
 4, 2, 1,  37, 146,597,470
 4, 2, 2,  50, 158,470,597
 4, 3, 1,  30, 176,470,125
 4, 3, 2,  22, 180,125,470
 4, 4, 1,  30, 206,125,667
 4, 4, 2, 273, 453,667,125
 4, 5, 1,  19, 225,667,422
 4, 5, 2,  20, 473,422,667
 4, 6, 1,  37, 262,422,151
 4, 6, 2,  44, 517,151,422
 4, 7, 1,  73, 335,151,20
 4, 7, 2,  74, 591,20,151
 4, 8, 1,   7, 342,20,741
 4, 8, 2,   8, 599,741,20
 4, 9, 1,  18, 360,741,773
 4, 9, 2,  18, 617,773,741
 4,10, 1,  68, 428,773,152
 4,10, 2,   5, 622,152,773
 5, 1, 1, 103, 103,4012,510
 5, 1, 2, 103, 103,510,4012
 5, 2, 1,  45, 148,510,528
 5, 2, 2,  46, 149,528,510
 5, 3, 1,  26, 174,528,327
 5, 3, 2,  14, 163,327,528
 5, 4, 1,  15, 189,327,458
 5, 4, 2,  15, 178,458,327
 5, 5, 1,  23, 212,458,459
 5, 5, 2,  62, 240,459,458
 5, 6, 1,  87, 299,459,405
 5, 6, 2, 109, 349,405,459
 6, 1, 1,  28,  28,405,150
 6, 1, 2,  77,  77,150,405
 6, 2, 1,  23,  51,150,148
 6, 2, 2,  60, 137,148,150
 6, 3, 1,  23,  74,148,149
 6, 3, 2,  15, 152,149,148
 6, 4, 1,  73, 147,149,44
 6, 4, 2, 106, 258,44,149
 6, 5, 1,  29, 176,44,351
 6, 5, 2,  29, 287,351,44
 6, 6, 1,   9, 185,351,36
 6, 6, 2,   7, 294,36,351
 6, 7, 1,  22, 207,36,776
 6, 7, 2,  51, 345,776,36
 6, 8, 1,   7, 214,776,37
 6, 8, 2,   7, 352,37,776
 7, 1, 1,  43,  43,179,691
 7, 1, 2, 348, 348,691,179
 7, 2, 1,  31,  74,691,64
 7, 2, 2,  14, 362,64,691
 7, 3, 1,  22,  96,64,65
 7, 3, 2,  25, 387,65,64
 7, 4, 1,  36, 132,65,66
 7, 4, 2,  36, 423,66,65
 7, 5, 1,  35, 167,66,750
