# Route,Link,Direction,STT,AccSTT,TCS1,TCS2
 1, 1, 1, 228, 228,2127,175
 1, 1, 2, 108, 108,175,2127
 1, 2, 1, 252, 480,175,174
 1, 2, 2, 175, 283,174,175
 1, 3, 1, 121, 601,174,615
 1, 3, 2,  62, 345,615,174
 1, 4, 1,  32, 633,615,243
 1, 4, 2,  60, 405,243,615
 1, 5, 1,  31, 664,243,448
 1, 5, 2,  16, 421,448,243
 1, 6, 1, 230, 894,448,118
 1, 6, 2,  17, 438,118,448
 1, 7, 1,  16, 910,118,496
 1, 7, 2,  16, 454,496,118
 1, 8, 1, 130,1040,496,610
 1, 8, 2,   9, 463,610,496
 1, 9, 1,  29,1069,610,103
 1, 9, 2,  42, 505,103,610
 1,10, 1,   7,1076,103,614
 1,10, 2,  23, 528,614,103
 1,11, 1,  18,1094,614,613
 1,11, 2,  18, 546,613,614
 1,12, 1, 105,1199,613,104
 1,12, 2,  54, 600,104,613
 1,13, 1,  76,1275,104,758
 1,13, 2,   5, 605,758,104
 2, 1, 1,  18,  18,356,183
 2, 1, 2,  18,  18,183,356
 2, 2, 1,  30,  48,183,196
 2, 2, 2,  27,  45,196,183
 2, 3, 1,  53, 101,196,26
 2, 3, 2, 263, 308,26,196
 2, 4, 1,  39, 140,26,193
 2, 4, 2,  63, 371,193,26
 2, 5, 1, 215, 355,193,37
 2, 5, 2, 287, 658,37,193
 2, 6, 1,  19, 374,37,152
 2, 6, 2, 170, 828,152,37
 2, 7, 1,  34, 408,152,760
 2, 7, 2, 193,1021,760,152
 3, 1, 1, 228, 228,269,39
 3, 1, 2, 237, 237,39,269
 3, 2, 1,  28, 256,39,116
 3, 2, 2,  30, 267,116,39
 3, 3, 1,  64, 320,116,133
 3, 3, 2,  63, 330,133,116
 4, 1, 1, 109, 109,515,597
 4, 1, 2, 109, 109,597,515
 4, 2, 1,  37, 146,597,470
 4, 2, 2,  43, 152,470,597
 4, 3, 1,  37, 183,470,125
 4, 3, 2,  29, 181,125,470
 4, 4, 1,  41, 224,125,667
 4, 4, 2, 424, 605,667,125
 4, 5, 1,  46, 270,667,422
 4, 5, 2,  21, 626,422,667
 4, 6, 1,  47, 317,422,151
 4, 6, 2, 284, 910,151,422
