# Route,Link,Direction,STT,AccSTT,TCS1,TCS2
 1, 1, 1, 144, 144,2127,175
 1, 1, 2,  63,  63,175,2127
 1, 2, 1, 109, 253,175,174
 1, 2, 2, 201, 264,174,175
 1, 3, 1,   8, 261,174,615
 1, 3, 2,  62, 326,615,174
 1, 4, 1,  32, 293,615,243
 1, 4, 2,  16, 342,243,615
 1, 5, 1,  31, 324,243,448
 1, 5, 2,  16, 358,448,243
 1, 6, 1,  74, 398,448,118
 1, 6, 2,  17, 375,118,448
 1, 7, 1,  16, 414,118,496
 1, 7, 2,  16, 391,496,118
 1, 8, 1,  36, 450,496,610
 1, 8, 2,   9, 400,610,496
 1, 9, 1,  25, 475,610,103
 1, 9, 2,  27, 427,103,610
 1,10, 1,   7, 482,103,614
 1,10, 2,  21, 448,614,103
 1,11, 1,  18, 500,614,613
 1,11, 2,  18, 466,613,614
 1,12, 1,  10, 510,613,104
 1,12, 2,   9, 475,104,613
 1,13, 1,  23, 533,104,758
 1,13, 2,   5, 480,758,104
 2, 1, 1,  18,  18,356,183
 2, 1, 2,  18,  18,183,356
 2, 2, 1,  45,  63,183,196
 2, 2, 2,  27,  45,196,183
 2, 3, 1,  37, 100,196,26
 2, 3, 2,  67, 112,26,196
 2, 4, 1,  37, 137,26,193
 2, 4, 2,  54, 166,193,26
 2, 5, 1,  33, 170,193,37
 2, 5, 2,  39, 205,37,193
 2, 6, 1,  19, 189,37,152
 2, 6, 2,  27, 232,152,37
 2, 7, 1,  24, 213,152,760
 2, 7, 2,  39, 271,760,152
 3, 1, 1,  17,  17,269,39
 3, 1, 2,  20,  20,39,269
 3, 2, 1,  28,  45,39,116
 3, 2, 2,  30,  50,116,39
 3, 3, 1,  64, 109,116,133
 3, 3, 2,  63, 113,133,116
 4, 1, 1, 109, 109,515,597
 4, 1, 2, 108, 108,597,515
 4, 2, 1,  37, 146,597,470
 4, 2, 2,  42, 150,470,597
 4, 3, 1,  21, 167,470,125
 4, 3, 2,  18, 168,125,470
 4, 4, 1,  30, 197,125,667
 4, 4, 2, 352, 520,667,125
 4, 5, 1,  19, 216,667,422
 4, 5, 2,  19, 539,422,667
 4, 6, 1,  37, 253,422,151
 4, 6, 2,  51, 590,151,422
 4, 7, 1,  72, 325,151,20
 4, 7, 2,  74, 664,20,151
 4, 8, 1,   7, 332,20,741
 4, 8, 2,   7, 671,741,20
 4, 9, 1,  18, 350,741,773
 4, 9, 2,  18, 689,773,741
 4,10, 1,  13, 363,773,152
 4,10, 2,   5, 694,152,773
 5, 1, 1, 119, 119,4012,510
 5, 1, 2,  90,  90,510,4012
 5, 2, 1,  45, 164,510,528
 5, 2, 2,  51, 141,528,510
 5, 3, 1,  15, 179,528,327
 5, 3, 2,  14, 155,327,528
 5, 4, 1,  15, 194,327,458
 5, 4, 2,  19, 174,458,327
 5, 5, 1,  23, 217,458,459
 5, 5, 2,  28, 202,459,458
 5, 6, 1,  87, 304,459,405
 5, 6, 2,  87, 289,405,459
 6, 1, 1,  23,  23,405,150
 6, 1, 2,  78,  78,150,405
 6, 2, 1,  23,  46,150,148
 6, 2, 2,  37, 115,148,150
 6, 3, 1,  27,  73,148,149
 6, 3, 2,  32, 147,149,148
 6, 4, 1,  73, 146,149,44
 6, 4, 2, 112, 259,44,149
 6, 5, 1,  29, 175,44,351
 6, 5, 2,  29, 288,351,44
 6, 6, 1,   8, 183,351,36
 6, 6, 2,   7, 295,36,351
 6, 7, 1,  22, 205,36,776
 6, 7, 2,  85, 380,776,36
 6, 8, 1,   7, 212,776,37
 6, 8, 2,   7, 387,37,776
 7, 1, 1,  43,  43,179,691
 7, 1, 2, 342, 342,691,179
 7, 2, 1,  43,  86,691,64
 7, 2, 2,  14, 356,64,691
 7, 3, 1,  22, 108,64,65
 7, 3, 2,  25, 381,65,64
 7, 4, 1,  36, 144,65,66
 7, 4, 2,  36, 417,66,65
 7, 5, 1,  37, 181,66,750
 7, 5, 2,   4, 421,750,66
 7, 6, 1,  59, 240,750,63
 7, 6, 2,  59, 480,63,750
 7, 7, 1,  30, 270,63,67
 7, 7, 2,  41, 521,67,63
 7, 8, 1,  23, 293,67,55
