# Route,Link,Direction,STT,AccSTT,TCS1,TCS2
 1, 1, 1, 166, 166,2127,175
 1, 1, 2,  62,  62,175,2127
 1, 2, 1, 109, 275,175,174
 1, 2, 2,  81, 143,174,175
 1, 3, 1,   8, 283,174,615
 1, 3, 2,  36, 179,615,174
 1, 4, 1,  32, 315,615,243
 1, 4, 2,  16, 195,243,615
 1, 5, 1,  31, 346,243,448
 1, 5, 2,  16, 211,448,243
 1, 6, 1,  57, 403,448,118
 1, 6, 2,  17, 228,118,448
 1, 7, 1,  16, 419,118,496
 1, 7, 2,  16, 244,496,118
 1, 8, 1,  28, 447,496,610
 1, 8, 2,   9, 253,610,496
 1, 9, 1,  24, 471,610,103
 1, 9, 2,  28, 281,103,610
 1,10, 1,   7, 478,103,614
 1,10, 2,  21, 302,614,103
 1,11, 1,  18, 496,614,613
 1,11, 2,  18, 320,613,614
 1,12, 1,  10, 506,613,104
 1,12, 2,   9, 329,104,613
 1,13, 1,  31, 537,104,758
 1,13, 2,   5, 334,758,104
 2, 1, 1,  18,  18,356,183
 2, 1, 2,  18,  18,183,356
 2, 2, 1, 147, 165,183,196
 2, 2, 2,  27,  45,196,183
 2, 3, 1, 135, 300,196,26
 2, 3, 2, 244, 289,26,196
 2, 4, 1,  37, 337,26,193
 2, 4, 2,  54, 343,193,26
 2, 5, 1, 135, 472,193,37
 2, 5, 2,  72, 415,37,193
 2, 6, 1,  27, 499,37,152
 2, 6, 2,  28, 443,152,37
 2, 7, 1,  24, 523,152,760
 2, 7, 2, 335, 778,760,152
 3, 1, 1,  17,  17,269,39
 3, 1, 2,  20,  20,39,269
 3, 2, 1,  28,  45,39,116
 3, 2, 2,  29,  49,116,39
 3, 3, 1,  64, 109,116,133
 3, 3, 2,  63, 112,133,116
 4, 1, 1, 109, 109,515,597
 4, 1, 2, 109, 109,597,515
 4, 2, 1,  37, 146,597,470
 4, 2, 2,  47, 156,470,597
 4, 3, 1,  22, 168,470,125
 4, 3, 2,  18, 174,125,470
 4, 4, 1,  30, 198,125,667
 4, 4, 2,  36, 210,667,125
 4, 5, 1,  19, 217,667,422
 4, 5, 2,  19, 229,422,667
 4, 6, 1,  37, 254,422,151
 4, 6, 2, 108, 337,151,422
 4, 7, 1,  72, 326,151,20
 4, 7, 2,  78, 415,20,151
 4, 8, 1,   7, 333,20,741
 4, 8, 2,   7, 422,741,20
 4, 9, 1,  18, 351,741,773
 4, 9, 2,  18, 440,773,741
 4,10, 1,  80, 431,773,152
 4,10, 2,   5, 445,152,773
 5, 1, 1,  91,  91,4012,510
 5, 1, 2,  90,  90,510,4012
 5, 2, 1,  45, 136,510,528
 5, 2, 2,  46, 136,528,510
 5, 3, 1,  15, 151,528,327
 5, 3, 2,  14, 150,327,528
 5, 4, 1,  15, 166,327,458
 5, 4, 2,  15, 165,458,327
 5, 5, 1,  23, 189,458,459
 5, 5, 2,  23, 188,459,458
 5, 6, 1,  87, 276,459,405
 5, 6, 2,  87, 275,405,459
 6, 1, 1,  23,  23,405,150
 6, 1, 2,  84,  84,150,405
 6, 2, 1,  23,  46,150,148
 6, 2, 2,  37, 121,148,150
 6, 3, 1,  22,  68,148,149
 6, 3, 2,  29, 150,149,148
 6, 4, 1,  73, 141,149,44
 6, 4, 2,  97, 247,44,149
 6, 5, 1,  29, 170,44,351
 6, 5, 2,  29, 276,351,44
 6, 6, 1,   8, 178,351,36
 6, 6, 2,   7, 283,36,351
 6, 7, 1,  22, 200,36,776
 6, 7, 2, 209, 492,776,36
 6, 8, 1,   7, 207,776,37
 6, 8, 2,   7, 499,37,776
 7, 1, 1,  43,  43,179,691
 7, 1, 2, 163, 163,691,179
 7, 2, 1,  36,  79,691,64
 7, 2, 2,  14, 177,64,691
 7, 3, 1,  22, 101,64,65
 7, 3, 2,  30, 207,65,64
 7, 4, 1,  36, 137,65,66
 7, 4, 2,  36, 243,66,65
 7, 5, 1,  25, 162,66,750
 7, 5, 2,   4, 247,750,66
 7, 6, 1,  59, 221,750,63
 7, 6, 2,  59, 306,63,750
 7, 7, 1,  30, 251,63,67
 7, 7, 2,  37, 343,67,63
 7, 8, 1,  23, 274,67,55
 7, 8, 2, 128, 471,55,67
 7, 9, 1,  28, 302,55,61
 7, 9, 2,  59, 530,61,55
 7,10, 1,  32, 334,61,59
 7,10, 2,  94, 624,59,61
 7,11, 1,  18, 352,59,76
 7,11, 2,  26, 650,76,59
 7,12, 1,  26, 378,76,141
 7,12, 2,  22, 672,141,76
 7,13, 1,  14, 392,141,166
 7,13, 2,  44, 716,166,141
 7,14, 1,  16, 408,166,182
 7,14, 2,  14, 730,182,166
 7,15, 1,  14, 422,182,403
 7,15, 2,  23, 753,403,182
 8, 1, 1,  31,  31,81,38
 8, 1, 2,  44,  44,38,81
 8, 2, 1,  58,  89,38,280
 8, 2, 2, 131, 175,280,38
 8, 3, 1,  37, 126,280,142
 8, 3, 2,  36, 211,142,280
 8, 4, 1,  15, 141,142,126
 8, 4, 2, 185, 396,126,142
 8, 5, 1,   7, 148,126,653
 8, 5, 2,  89, 485,653,126
 8, 6, 1,  22, 170,653,35
 8, 6, 2,  14, 499,35,653
 8, 7, 1,  16, 186,35,193
 8, 7, 2,  31, 530,193,35
 9, 1, 1,  39,  39,69,494
 9, 1, 2,  38,  38,494,69
 9, 2, 1, 100, 139,494,90
 9, 2, 2,  99, 137,90,494
 9, 3, 1,  68, 207,90,630
 9, 3, 2,  69, 206,630,90
 9, 4, 1,  71, 278,630,223
 9, 4, 2,  70, 276,223,630
 9, 5, 1,  72, 350,223,224
 9, 5, 2,  72, 348,224,223
 9, 6, 1,  41, 391,224,506
 9, 6, 2,  40, 388,506,224
 9, 7, 1,  33, 424,506,41
 9, 7, 2,  32, 420,41,506
 9, 8, 1,  26, 450,41,655
 9, 8, 2,  28, 448,655,41
 9, 9, 1,  43, 493,655,443
 9, 9, 2,  44, 492,443,655
 9,10, 1,  32, 525,443,73
 9,10, 2,  31, 523,73,443
 9,11, 1,  42, 567,73,72
 9,11, 2,  45, 568,72,73
 9,12, 1,  32, 599,72,194
 9,12, 2,  34, 602,194,72
 9,13, 1,  29, 628,194,282
 9,13, 2,  29, 631,282,194
 9,14, 1,  23, 651,282,2
 9,14, 2,  20, 651,2,282
 9,15, 1,  18, 669,2,203
 9,15, 2,  48, 699,203,2
 9,16, 1,  16, 685,203,3
 9,16, 2,  14, 713,3,203
10, 1, 1,  37,  37,124,410
10, 1, 2,  41,  41,410,124
10, 2, 1,  79, 116,410,189
10, 2, 2,  72, 113,189,410
10, 3, 1,   4, 120,189,738
10, 3, 2,  35, 148,738,189
10, 4, 1,  80, 200,738,372
10, 4, 2,  79, 227,372,738
10, 5, 1,  17, 217,372,42
10, 5, 2,  15, 242,42,372
10, 6, 1,  54, 271,42,172
10, 6, 2,  57, 299,172,42
10, 7, 1, 108, 379,172,370
10, 7, 2, 112, 411,370,172
11, 1, 1,  59,  59,130,5
11, 1, 2,  59,  59,5,130
11, 2, 1,  18,  77,5,151
11, 2, 2,  14,  73,151,5
11, 3, 1,  99, 176,151,127
11, 3, 2,  54, 127,127,151
11, 4, 1,  20, 196,127,149
11, 4, 2,   7, 134,149,127
11, 5, 1,  72, 268,149,432
11, 5, 2,  76, 210,432,149
12, 1, 1,   8,   8,832,9
12, 1, 2,   7,   7,9,832
12, 2, 1,  73,  81,9,178
12, 2, 2,  72,  79,178,9
12, 3, 1,  52, 133,178,148
12, 3, 2,  53, 132,148,178
13, 1, 1,  87,  87,2,3
13, 1, 2,  57,  57,3,2
13, 2, 1, 285, 372,3,513
13, 2, 2,  19,  76,513,3
13, 3, 1,  69, 441,513,354
13, 3, 2,  30, 106,354,513
13, 4, 1, 166, 607,354,355
13, 4, 2,  30, 136,355,354
13, 5, 1,  47, 654,355,439
13, 5, 2,  30, 166,439,355
13, 6, 1,  56, 710,439,145
13, 6, 2,  25, 191,145,439
13, 7, 1,  76, 786,145,143
13, 7, 2,  16, 207,143,145
13, 8, 1,  62, 848,143,144
13, 8, 2,  32, 239,144,143
14, 1, 1,  22,  22,456,110
14, 1, 2,  22,  22,110,456
14, 2, 1, 123, 145,110,109
14, 2, 2, 123, 145,109,110
14, 3, 1,  20, 165,109,331
14, 3, 2,  19, 164,331,109
14, 4, 1,  11, 176,331,586
14, 4, 2,  11, 175,586,331
14, 5, 1,  32, 208,586,107
14, 5, 2,  25, 200,107,586
14, 6, 1,  40, 248,107,701
14, 6, 2,  49, 249,701,107
14, 7, 1,  37, 285,701,108
14, 7, 2,  36, 285,108,701
14, 8, 1,  46, 331,108,73
14, 8, 2,  46, 331,73,108
14, 9, 1,  46, 377,73,72
14, 9, 2,  47, 378,72,73
14,10, 1,  26, 403,72,132
14,10, 2,  26, 404,132,72
15, 1, 1, 106, 106,49,50
15, 1, 2,  10,  10,50,49
15, 2, 1,  53, 159,50,272
15, 2, 2,  16,  26,272,50
15, 3, 1,  73, 232,272,229
15, 3, 2,  10,  36,229,272
15, 4, 1, 196, 428,229,196
15, 4, 2,  16,  52,196,229
16, 1, 1, 118, 118,197,196
16, 1, 2,  13,  13,196,197
16, 2, 1, 145, 263,196,232
16, 2, 2,  22,  35,232,196
16, 3, 1,  22, 285,232,226
16, 3, 2,  22,  57,226,232
16, 4, 1,  34, 319,226,272
16, 4, 2,  33,  90,272,226
16, 5, 1,  12, 331,272,50
16, 5, 2,  11, 101,50,272
16, 6, 1,  16, 347,50,49
16, 6, 2,  15, 116,49,50
17, 1, 1, 106, 106,229,301
17, 1, 2, 105, 105,301,229
17, 2, 1,  23, 129,301,163
17, 2, 2,  23, 128,163,301
17, 3, 1,  21, 150,163,70
17, 3, 2,  16, 144,70,163
17, 4, 1,  68, 218,70,157
17, 4, 2,  66, 210,157,70
17, 5, 1,  48, 266,157,295
17, 5, 2,  57, 267,295,157
17, 6, 1,  13, 279,295,158
17, 6, 2,   9, 276,158,295
17, 7, 1,  12, 291,158,623
17, 7, 2,  13, 289,623,158
17, 8, 1,  14, 305,623,156
17, 8, 2,  14, 303,156,623
17, 9, 1,  40, 345,156,155
17, 9, 2,  36, 339,155,156
17,10, 1,  84, 429,155,187
17,10, 2,  84, 423,187,155
17,11, 1,  28, 457,187,599
17,11, 2,  39, 462,599,187
17,12, 1,  72, 529,599,311
17,12, 2, 226, 688,311,599
18, 1, 1,  30,  30,727,797
18, 1, 2,  54,  54,797,727
18, 2, 1, 112, 142,797,456
18, 2, 2, 112, 166,456,797
18, 3, 1,  49, 191,456,110
18, 3, 2,  23, 189,110,456
18, 4, 1,  98, 289,110,109
18, 4, 2, 124, 313,109,110
18, 5, 1,  20, 309,109,331
18, 5, 2,  19, 332,331,109
18, 6, 1,  13, 322,331,586
18, 6, 2,  11, 343,586,331
18, 7, 1,  26, 348,586,107
18, 7, 2,  26, 369,107,586
18, 8, 1,  32, 380,107,701
18, 8, 2,  33, 402,701,107
18, 9, 1,  37, 417,701,108
18, 9, 2,  36, 438,108,701
18,10, 1,   7, 424,108,594
18,10, 2,  15, 453,594,108
18,11, 1,  29, 453,594,73
18,11, 2,  29, 482,73,594
18,12, 1,  61, 514,73,72
18,12, 2,  61, 543,72,73
18,13, 1,  26, 540,72,132
18,13, 2,  26, 569,132,72
18,14, 1,  27, 567,132,194
18,14, 2,  15, 584,194,132
18,15, 1,  36, 603,194,282
18,15, 2,  38, 622,282,194
18,16, 1,  57, 660,282,2
18,16, 2,  25, 647,2,282
18,17, 1,  58, 718,2,3
18,17, 2,  58, 705,3,2
18,18, 1,  29, 747,3,513
18,18, 2,  21, 726,513,3
18,19, 1,  14, 761,513,354
18,19, 2,  79, 805,354,513
18,20, 1,  40, 801,354,355
18,20, 2,  10, 815,355,354
18,21, 1,  48, 849,355,184
18,21, 2,  47, 862,184,355
19, 1, 1,  54,  54,420,190
19, 1, 2,  50,  50,190,420
19, 2, 1,  40,  94,190,761
19, 2, 2,   8,  58,761,190
19, 3, 1,  54, 148,761,152
19, 3, 2,  13,  71,152,761
19, 4, 1,  27, 175,152,37
19, 4, 2,  27,  98,37,152
19, 5, 1,  23, 198,37,193
19, 5, 2,  20, 118,193,37
19, 6, 1,  52, 250,193,26
19, 6, 2,  25, 143,26,193
19, 7, 1, 676, 926,26,197
19, 7, 2,  54, 197,197,26
20, 1, 1,  43,  43,70,163
20, 1, 2,  43,  43,163,70
20, 2, 1,  21,  64,163,801
