# Route,Link,Direction,STT,AccSTT,TCS1,TCS2
 1, 1, 1, 211, 211,2127,175
 1, 1, 2,  64,  64,175,2127
 1, 2, 1, 111, 322,175,174
 1, 2, 2, 122, 186,174,175
 1, 3, 1,  24, 346,174,615
 1, 3, 2,  62, 248,615,174
 1, 4, 1,  32, 378,615,243
 1, 4, 2, 160, 408,243,615
 1, 5, 1,  31, 409,243,448
 1, 5, 2,  16, 424,448,243
 1, 6, 1, 109, 518,448,118
 1, 6, 2,  17, 441,118,448
 1, 7, 1,  16, 534,118,496
 1, 7, 2,  16, 457,496,118
 1, 8, 1, 130, 664,496,610
 1, 8, 2,   9, 466,610,496
 1, 9, 1, 146, 810,610,103
 1, 9, 2, 127, 593,103,610
 1,10, 1,   7, 817,103,614
 1,10, 2, 104, 697,614,103
 1,11, 1,  18, 835,614,613
 1,11, 2,  18, 715,613,614
 1,12, 1,  27, 862,613,104
 1,12, 2,  32, 747,104,613
 1,13, 1,  30, 892,104,758
 1,13, 2,   5, 752,758,104
 2, 1, 1,  18,  18,356,183
 2, 1, 2,  18,  18,183,356
 2, 2, 1, 404, 422,183,196
 2, 2, 2,  27,  45,196,183
 2, 3, 1,  67, 489,196,26
 2, 3, 2, 188, 233,26,196
 2, 4, 1,  38, 527,26,193
 2, 4, 2, 206, 439,193,26
 2, 5, 1,  33, 560,193,37
 2, 5, 2,  43, 482,37,193
 2, 6, 1,  25, 585,37,152
 2, 6, 2,  34, 516,152,37
 2, 7, 1,  24, 609,152,760
 2, 7, 2, 303, 819,760,152
 3, 1, 1,  17,  17,269,39
 3, 1, 2,  36,  36,39,269
 3, 2, 1,  28,  45,39,116
 3, 2, 2,  30,  66,116,39
 3, 3, 1,  64, 109,116,133
 3, 3, 2,  63, 129,133,116
 4, 1, 1, 202, 202,515,597
 4, 1, 2, 109, 109,597,515
 4, 2, 1,  43, 245,597,470
 4, 2, 2,  74, 183,470,597
 4, 3, 1,  20, 265,470,125
 4, 3, 2,  25, 208,125,470
 4, 4, 1,  30, 295,125,667
 4, 4, 2,  88, 296,667,125
 4, 5, 1,  19, 314,667,422
 4, 5, 2,  19, 315,422,667
 4, 6, 1,  37, 351,422,151
 4, 6, 2,  68, 383,151,422
 4, 7, 1,  73, 424,151,20
 4, 7, 2,  78, 461,20,151
 4, 8, 1,   7, 431,20,741
 4, 8, 2,   8, 469,741,20
 4, 9, 1,  18, 449,741,773
 4, 9, 2,  18, 487,773,741
 4,10, 1,  76, 525,773,152
 4,10, 2,   5, 492,152,773
 5, 1, 1,  91,  91,4012,510
 5, 1, 2,  91,  91,510,4012
 5, 2, 1,  45, 136,510,528
 5, 2, 2,  46, 137,528,510
 5, 3, 1,  15, 151,528,327
 5, 3, 2,  14, 151,327,528
 5, 4, 1,  15, 166,327,458
 5, 4, 2,  16, 167,458,327
 5, 5, 1,  23, 189,458,459
 5, 5, 2,  23, 190,459,458
 5, 6, 1,  87, 276,459,405
 5, 6, 2,  87, 277,405,459
 6, 1, 1,  23,  23,405,150
 6, 1, 2,  50,  50,150,405
 6, 2, 1,  23,  46,150,148
 6, 2, 2,  48,  98,148,150
 6, 3, 1,  29,  75,148,149
 6, 3, 2,  15, 113,149,148
 6, 4, 1,  73, 148,149,44
 6, 4, 2,  92, 205,44,149
 6, 5, 1,  29, 177,44,351
 6, 5, 2,  29, 234,351,44
 6, 6, 1,  11, 188,351,36
 6, 6, 2,   7, 241,36,351
 6, 7, 1,  22, 210,36,776
 6, 7, 2,  59, 300,776,36
 6, 8, 1,   7, 217,776,37
 6, 8, 2,   7, 307,37,776
 7, 1, 1,  43,  43,179,691
 7, 1, 2, 290, 290,691,179
 7, 2, 1,  19,  62,691,64
 7, 2, 2,  14, 304,64,691
 7, 3, 1,  22,  84,64,65
 7, 3, 2,  24, 328,65,64
 7, 4, 1,  36, 120,65,66
 7, 4, 2,  36, 364,66,65
 7, 5, 1,  15, 135,66,750
 7, 5, 2,   4, 368,750,66
 7, 6, 1,  59, 194,750,63
 7, 6, 2,  59, 427,63,750
 7, 7, 1,  31, 225,63,67
 7, 7, 2,  86, 513,67,63
 7, 8, 1,  23, 248,67,55
 7, 8, 2,  99, 612,55,67
 7, 9, 1,  27, 275,55,61
 7, 9, 2,  53, 665,61,55
 7,10, 1,  23, 298,61,59
 7,10, 2,  54, 719,59,61
 7,11, 1,  18, 316,59,76
 7,11, 2,  39, 758,76,59
 7,12, 1,  31, 347,76,141
 7,12, 2,  22, 780,141,76
 7,13, 1,  14, 361,141,166
 7,13, 2,  34, 814,166,141
 7,14, 1,  20, 381,166,182
 7,14, 2,  14, 828,182,166
 7,15, 1,  14, 395,182,403
 7,15, 2,  23, 851,403,182
 8, 1, 1,  31,  31,81,38
 8, 1, 2,  73,  73,38,81
 8, 2, 1,  58,  89,38,280
 8, 2, 2, 128, 201,280,38
 8, 3, 1,  37, 126,280,142
 8, 3, 2,  36, 237,142,280
 8, 4, 1,  16, 142,142,126
 8, 4, 2,  39, 276,126,142
 8, 5, 1,   7, 149,126,653
 8, 5, 2, 107, 383,653,126
 8, 6, 1,  30, 179,653,35
 8, 6, 2,  14, 397,35,653
 8, 7, 1,  23, 202,35,193
 8, 7, 2,  31, 428,193,35
 9, 1, 1,  39,  39,69,494
 9, 1, 2,  38,  38,494,69
 9, 2, 1, 100, 139,494,90
 9, 2, 2,  99, 137,90,494
 9, 3, 1,  68, 207,90,630
 9, 3, 2,  69, 206,630,90
 9, 4, 1,  71, 278,630,223
 9, 4, 2,  70, 276,223,630
 9, 5, 1,  72, 350,223,224
