# Route,Link,Direction,STT,AccSTT,TCS1,TCS2
 1, 1, 1, 133, 133,2127,175
 1, 1, 2,  66,  66,175,2127
 1, 2, 1, 120, 253,175,174
 1, 2, 2, 147, 213,174,175
 1, 3, 1,  22, 275,174,615
 1, 3, 2,  62, 275,615,174
 1, 4, 1,  32, 307,615,243
 1, 4, 2, 184, 459,243,615
 1, 5, 1,  31, 338,243,448
 1, 5, 2,  16, 475,448,243
 1, 6, 1,  60, 398,448,118
 1, 6, 2,  17, 492,118,448
 1, 7, 1,  16, 414,118,496
 1, 7, 2,  16, 508,496,118
 1, 8, 1,  38, 452,496,610
 1, 8, 2,   9, 517,610,496
 1, 9, 1,  24, 476,610,103
 1, 9, 2,  37, 554,103,610
 1,10, 1,   7, 483,103,614
 1,10, 2,  35, 589,614,103
 1,11, 1,  18, 501,614,613
 1,11, 2,  18, 607,613,614
 1,12, 1,  11, 512,613,104
 1,12, 2,  38, 645,104,613
 1,13, 1,  58, 570,104,758
 1,13, 2,   5, 650,758,104
 2, 1, 1,  18,  18,356,183
 2, 1, 2,  18,  18,183,356
 2, 2, 1,  31,  49,183,196
 2, 2, 2,  27,  45,196,183
 2, 3, 1,  53, 102,196,26
 2, 3, 2, 464, 509,26,196
 2, 4, 1,  37, 139,26,193
 2, 4, 2,  52, 561,193,26
 2, 5, 1,  33, 172,193,37
 2, 5, 2,  37, 598,37,193
 2, 6, 1,  20, 192,37,152
 2, 6, 2,  28, 626,152,37
 2, 7, 1,  24, 216,152,760
 2, 7, 2,  41, 667,760,152
 3, 1, 1,  17,  17,269,39
 3, 1, 2,  22,  22,39,269
 3, 2, 1,  28,  45,39,116
 3, 2, 2,  29,  51,116,39
 3, 3, 1,  64, 109,116,133
 3, 3, 2,  63, 114,133,116
 4, 1, 1, 109, 109,515,597
 4, 1, 2, 108, 108,597,515
 4, 2, 1,  37, 146,597,470
 4, 2, 2,  40, 148,470,597
 4, 3, 1,  28, 174,470,125
 4, 3, 2,  22, 170,125,470
 4, 4, 1,  30, 204,125,667
 4, 4, 2, 399, 569,667,125
 4, 5, 1,  19, 223,667,422
 4, 5, 2,  47, 616,422,667
 4, 6, 1,  47, 270,422,151
 4, 6, 2, 228, 844,151,422
 4, 7, 1,  73, 343,151,20
 4, 7, 2,  75, 919,20,151
 4, 8, 1,   7, 350,20,741
 4, 8, 2,   8, 927,741,20
 4, 9, 1,  18, 368,741,773
 4, 9, 2,  18, 945,773,741
 4,10, 1,  14, 382,773,152
 4,10, 2,   5, 950,152,773
 5, 1, 1, 101, 101,4012,510
 5, 1, 2,  91,  91,510,4012
 5, 2, 1,  45, 146,510,528
 5, 2, 2,  47, 138,528,510
 5, 3, 1,  15, 161,528,327
 5, 3, 2,  14, 152,327,528
 5, 4, 1,  15, 176,327,458
 5, 4, 2,  16, 168,458,327
 5, 5, 1,  23, 199,458,459
 5, 5, 2,  29, 197,459,458
 5, 6, 1,  87, 286,459,405
 5, 6, 2,  87, 284,405,459
 6, 1, 1,  31,  31,405,150
 6, 1, 2, 248, 248,150,405
 6, 2, 1,  23,  54,150,148
 6, 2, 2,  89, 337,148,150
 6, 3, 1,  39,  93,148,149
 6, 3, 2,  15, 352,149,148
 6, 4, 1,  73, 166,149,44
 6, 4, 2,  99, 451,44,149
 6, 5, 1,  29, 195,44,351
 6, 5, 2,  29, 480,351,44
 6, 6, 1,  12, 207,351,36
 6, 6, 2,   7, 487,36,351
 6, 7, 1,  22, 229,36,776
 6, 7, 2, 263, 750,776,36
 6, 8, 1,   7, 236,776,37
 6, 8, 2,   7, 757,37,776
 7, 1, 1,  43,  43,179,691
 7, 1, 2,  60,  60,691,179
 7, 2, 1,  31,  74,691,64
 7, 2, 2,  14,  74,64,691
